"age","date","population_thousand","workingpop_thousand","employed_thousand","unemployed_thousand","nonworkingpop_thousand","involvement_rate","unemployment_rate","employment_rate"
"30-39","2016/08/01","7547.3","5798.5","5612.4","186.2","1748.7","76.8","3.2","74.4"
"30-39","2016/09/01","7540.1","5816.2","5629.3","186.9","1723.9","77.1","3.2","74.7"
"30-39","2016/10/01","7533.1","5809.7","5614.9","194.8","1723.3","77.1","3.4","74.5"
"30-34","1999/06/01","4157","3065","2865","199","1092","73.7","6.5","68.9"
"30-34","1999/07/01","4160","3022","2837","185","1139","72.6","6.1","68.2"
"30-34","1999/08/01","4166","2992","2820","172","1174","71.8","5.7","67.7"
"30-34","1999/09/01","4171","3044","2887","156","1128","73","5.1","69.2"
"30-34","1999/10/01","4177","3059","2915","144","1118","73.2","4.7","69.8"
"30-34","1999/11/01","4182","3062","2935","127","1121","73.2","4.1","70.2"
"30-34","1999/12/01","4188","3046","2930","117","1142","72.7","3.8","70"
"30-34","2000/01/01","4188","3007","2864","142","1181","71.8","4.7","68.4"
"30-34","2000/02/01","4193","3008","2855","153","1185","71.7","5.1","68.1"
"30-34","2000/03/01","4198","3038","2900","137","1161","72.4","4.5","69.1"
"30-34","2000/04/01","4204","3040","2924","116","1164","72.3","3.8","69.6"
"30-34","2000/05/01","4210","3054","2928","125","1156","72.5","4.1","69.5"
"30-34","2000/06/01","4215","3054","2943","111","1161","72.5","3.6","69.8"
"30-34","2000/07/01","4221","3049","2940","109","1172","72.2","3.6","69.7"
"30-34","2000/08/01","4227","3036","2925","111","1191","71.8","3.7","69.2"
"30-34","2000/09/01","4233","3105","2984","121","1128","73.4","3.9","70.5"
"30-34","2000/10/01","4239","3116","3005","111","1123","73.5","3.6","70.9"
"30-34","2000/11/01","4244","3127","3008","119","1117","73.7","3.8","70.9"
"30-34","2000/12/01","4250","3110","2987","123","1140","73.2","4","70.3"
"30-34","2001/01/01","4255","3071","2947","124","1184","72.2","4","69.3"
"30-34","2001/02/01","4261","3077","2933","144","1184","72.2","4.7","68.8"
"30-34","2001/03/01","4267","3089","2956","133","1177","72.4","4.3","69.3"
"30-34","2001/04/01","4272","3096","2988","108","1176","72.5","3.5","69.9"
"30-34","2001/05/01","4278","3113","3021","92","1165","72.8","3","70.6"
"30-34","2001/06/01","4284","3117","3025","92","1167","72.8","3","70.6"
"30-34","2001/07/01","4290","3087","2989","98","1203","72","3.2","69.7"
"30-34","2001/08/01","4296","3071","2971","100","1226","71.5","3.3","69.2"
"30-34","2001/09/01","4303","3115","3026","88","1188","72.4","2.8","70.3"
"30-34","2001/10/01","4309","3135","3033","102","1174","72.8","3.3","70.4"
"30-34","2001/11/01","4315","3126","3032","94","1189","72.4","3","70.3"
"30-34","2001/12/01","4321","3102","3001","101","1219","71.8","3.3","69.5"
"30-34","2002/01/01","4328","3098","2985","113","1230","71.6","3.6","69"
"30-34","2002/02/01","4334","3101","2980","121","1234","71.6","3.9","68.8"
"30-34","2002/03/01","4341","3125","3015","109","1216","72","3.5","69.5"
"30-34","2002/04/01","4347","3177","3069","108","1170","73.1","3.4","70.6"
"30-34","2002/05/01","4353","3195","3092","103","1159","73.4","3.2","71"
"30-34","2002/06/01","4360","3190","3092","98","1170","73.2","3.1","70.9"
"30-34","2002/07/01","4364","3187","3096","91","1177","73","2.9","70.9"
"30-34","2002/08/01","4367","3173","3059","114","1194","72.7","3.6","70"
"30-34","2002/09/01","4370","3193","3099","94","1177","73.1","2.9","70.9"
"30-34","2002/10/01","4373","3189","3090","99","1184","72.9","3.1","70.7"
"30-34","2002/11/01","4376","3171","3069","102","1205","72.5","3.2","70.1"
"30-34","2002/12/01","4379","3154","3054","100","1224","72","3.2","69.7"
"30-34","2003/01/01","4381.6","3175.4","3075.8","99.5","1206.3","72.5","3.1","70.2"
"30-34","2003/02/01","4384.6","3159.7","3051.5","108.3","1224.8","72.1","3.4","69.6"
"30-34","2003/03/01","4387.5","3184.2","3072.9","111.3","1203.3","72.6","3.5","70"
"30-34","2003/04/01","4390.6","3201.4","3088.7","112.6","1189.2","72.9","3.5","70.3"
"30-34","2003/05/01","4393.7","3231","3123.6","107.4","1162.6","73.5","3.3","71.1"
"30-34","2003/06/01","4396.5","3217.4","3123.6","93.8","1179.1","73.2","2.9","71"
"30-34","2003/07/01","4397.4","3195.6","3096.3","99.3","1201.8","72.7","3.1","70.4"
"30-34","2003/08/01","4395.9","3151.6","3043.1","108.5","1244.3","71.7","3.4","69.2"
"30-34","2003/09/01","4394.5","3192.7","3086.9","105.8","1201.8","72.7","3.3","70.2"
"30-34","2003/10/01","4393.2","3199.9","3085.2","114.7","1193.3","72.8","3.6","70.2"
"30-34","2003/11/01","4391.7","3196.3","3081.9","114.4","1195.4","72.8","3.6","70.2"
"30-34","2003/12/01","4390.4","3169.4","3052.4","117.1","1221","72.2","3.7","69.5"
"30-34","2004/01/01","4388.2","3164.7","3053.1","111.6","1223.5","72.1","3.5","69.6"
"30-34","2004/02/01","4384.7","3173.2","3057.1","116","1211.5","72.4","3.7","69.7"
"30-34","2004/03/01","4381.1","3187.6","3077.3","110.3","1193.5","72.8","3.5","70.2"
"30-34","2004/04/01","4377.5","3189.9","3075.7","114.2","1187.6","72.9","3.6","70.3"
"30-34","2004/05/01","4374","3170.6","3072.9","97.7","1203.4","72.5","3.1","70.3"
"30-34","2004/06/01","4370.6","3173.7","3083.5","90.1","1196.9","72.6","2.8","70.6"
"30-34","2004/07/01","4365.4","3144.7","3037.1","107.6","1220.6","72","3.4","69.6"
"30-34","2004/08/01","4358.1","3128.3","3018.4","109.9","1229.8","71.8","3.5","69.3"
"30-34","2004/09/01","4350.7","3174.4","3068.1","106.3","1176.4","73","3.3","70.5"
"30-34","2004/10/01","4343.4","3152.7","3043.5","109.2","1190.8","72.6","3.5","70.1"
"30-34","2004/11/01","4336","3147.7","3040.8","107","1188.3","72.6","3.4","70.1"
"30-34","2004/12/01","4328.6","3148.7","3035.3","113.4","1179.9","72.7","3.6","70.1"
"30-34","2005/01/01","4316.4","3103.5","2989.1","114.4","1213","71.9","3.7","69.2"
"30-34","2005/02/01","4299.8","3080.3","2956.7","123.6","1219.5","71.6","4","68.8"
"30-34","2005/03/01","4283.1","3093.8","2977.7","116.1","1189.3","72.2","3.8","69.5"
"30-34","2005/04/01","4266.5","3092.7","2974.8","117.9","1173.8","72.5","3.8","69.7"
"30-34","2005/05/01","4250","3092.9","2992.8","100.1","1157.1","72.8","3.2","70.4"
"30-34","2005/06/01","4233.6","3061.4","2948.8","112.6","1172.2","72.3","3.7","69.7"
"30-34","2005/07/01","4224.5","3031.5","2924.2","107.3","1193.1","71.8","3.5","69.2"
"30-34","2005/08/01","4219.5","3005.1","2892","113","1214.4","71.2","3.8","68.5"
"30-34","2005/09/01","4213.8","3051","2929.4","121.6","1162.9","72.4","4","69.5"
"30-34","2005/10/01","4207.6","3073.6","2956.6","117","1134","73","3.8","70.3"
"30-34","2005/11/01","4201.7","3059.6","2957.6","102","1142.1","72.8","3.3","70.4"
"30-34","2005/12/01","4196.2","3046.6","2942.6","104","1149.6","72.6","3.4","70.1"
"30-34","2006/01/01","4176.7","3029.2","2920.5","108.7","1147.5","72.5","3.6","69.9"
"30-34","2006/02/01","4158.6","3027.5","2897.7","129.8","1131.1","72.8","4.3","69.7"
"30-34","2006/03/01","4140.8","3048.6","2915.3","133.3","1092.1","73.6","4.4","70.4"
"30-34","2006/04/01","4122.1","3047.7","2943.1","104.6","1074.4","73.9","3.4","71.4"
"30-34","2006/05/01","4103.5","3030.4","2934.1","96.4","1073","73.8","3.2","71.5"
"30-34","2006/06/01","4084.7","3023.2","2918.5","104.7","1061.5","74","3.5","71.4"
"30-34","2006/07/01","4078.8","3011.7","2907.6","104.1","1067.2","73.8","3.5","71.3"
"30-34","2006/08/01","4072","2984.1","2863.8","120.3","1087.9","73.3","4","70.3"
"30-34","2006/09/01","4065","2982.5","2860.9","121.6","1082.5","73.4","4.1","70.4"
"30-34","2006/10/01","4057.9","2976.3","2864.7","111.6","1081.6","73.3","3.7","70.6"
"30-34","2006/11/01","4051.2","2982.2","2876.3","106","1069","73.6","3.6","71"
"30-34","2006/12/01","4043.8","2961","2860.9","100.2","1082.8","73.2","3.4","70.7"
"30-34","2007/01/01","4019.9","2922.2","2796.7","125.6","1097.6","72.7","4.3","69.6"
"30-34","2007/02/01","3997.4","2897.8","2772.1","125.7","1099.6","72.5","4.3","69.3"
"30-34","2007/03/01","3976.9","2912.6","2778","134.6","1064.3","73.2","4.6","69.9"
"30-34","2007/04/01","3951.4","2900.7","2794","106.7","1050.7","73.4","3.7","70.7"
"30-34","2007/05/01","3929.4","2868.1","2765","103.1","1061.4","73","3.6","70.4"
"30-34","2007/06/01","3909","2883.8","2785.3","98.5","1025.2","73.8","3.4","71.3"
"30-34","2007/07/01","3907.2","2886.3","2784.4","101.9","1020.9","73.9","3.5","71.3"
"30-34","2007/08/01","3905.5","2848.1","2740.9","107.2","1057.3","72.9","3.8","70.2"
"30-34","2007/09/01","3903.7","2859.2","2758.4","100.8","1044.5","73.2","3.5","70.7"
"30-34","2007/10/01","3902.1","2863.8","2769","94.8","1038.3","73.4","3.3","71"
"30-34","2007/11/01","3900.3","2906.8","2811.3","95.5","993.5","74.5","3.3","72.1"
"30-34","2007/12/01","3898.5","2877.8","2783.8","94","1020.7","73.8","3.3","71.4"
"30-34","2008/01/01","3893.2","2850.4","2745.1","105.3","1042.8","73.2","3.7","70.5"
"30-34","2008/02/01","3890.4","2846.3","2742.1","104.2","1044.1","73.2","3.7","70.5"
"30-34","2008/03/01","3887.5","2849.4","2745.3","104.1","1038.1","73.3","3.7","70.6"
"30-34","2008/04/01","3884.7","2861.4","2754.7","106.7","1023.2","73.7","3.7","70.9"
"30-34","2008/05/01","3881.9","2866.7","2760.8","105.9","1015.2","73.8","3.7","71.1"
"30-34","2008/06/01","3879.1","2865.6","2772.7","92.9","1013.5","73.9","3.2","71.5"
"30-34","2008/07/01","3875.2","2846.2","2746.7","99.5","1029","73.4","3.5","70.9"
"30-34","2008/08/01","3871","2810.9","2711.3","99.6","1060.2","72.6","3.5","70"
"30-34","2008/09/01","3866.9","2817.9","2709.7","108.2","1049","72.9","3.8","70.1"
"30-34","2008/10/01","3862.7","2843.7","2733.1","110.6","1019","73.6","3.9","70.8"
"30-34","2008/11/01","3858.8","2833.6","2728.9","104.7","1025.1","73.4","3.7","70.7"
"30-34","2008/12/01","3854.7","2812.6","2715.3","97.3","1042.1","73","3.5","70.4"
"30-34","2009/01/01","3853.6","2781","2672.9","108.1","1072.7","72.2","3.9","69.4"
"30-34","2009/02/01","3851.5","2753.6","2632.4","121.1","1097.9","71.5","4.4","68.3"
"30-34","2009/03/01","3849.2","2784.7","2662.7","122","1064.5","72.3","4.4","69.2"
"30-34","2009/04/01","3846.9","2795.9","2662.7","133.3","1050.9","72.7","4.8","69.2"
"30-34","2009/05/01","3844.6","2791.5","2679.5","112.1","1053.1","72.6","4","69.7"
"30-34","2009/06/01","3842.3","2813.3","2700.5","112.8","1029","73.2","4","70.3"
"30-34","2009/07/01","3839.6","2772.5","2658.7","113.7","1067.1","72.2","4.1","69.2"
"30-34","2009/08/01","3837.1","2754.3","2640.7","113.6","1082.8","71.8","4.1","68.8"
"30-34","2009/09/01","3834.5","2779.9","2671.7","108.3","1054.5","72.5","3.9","69.7"
"30-34","2009/10/01","3831.9","2778.6","2668.7","109.9","1053.3","72.5","4","69.6"
"30-34","2009/11/01","3829.3","2806.3","2694.5","111.8","1023","73.3","4","70.4"
"30-34","2009/12/01","3826.7","2792.7","2687.6","105.1","1034","73","3.8","70.2"
"30-34","2010/01/01","3829.8","2808.4","2683.5","124.8","1021.4","73.3","4.4","70.1"
"30-34","2010/02/01","3831.4","2820.1","2688.7","131.4","1011.3","73.6","4.7","70.2"
"30-34","2010/03/01","3833.1","2828.3","2695.6","132.7","1004.9","73.8","4.7","70.3"
"30-34","2010/04/01","3834.8","2825.8","2701.1","124.8","1009","73.7","4.4","70.4"
"30-34","2010/05/01","3836.8","2836.5","2726.5","110","1000.4","73.9","3.9","71.1"
"30-34","2010/06/01","3838.7","2841.9","2729.1","112.8","996.8","74","4","71.1"
"30-34","2010/07/01","3842.5","2838.9","2729.5","109.5","1003.5","73.9","3.9","71"
"30-34","2010/08/01","3846","2820.5","2701.8","118.6","1025.5","73.3","4.2","70.2"
"30-34","2010/09/01","3849.3","2832.3","2720.1","112.2","1017","73.6","4","70.7"
"30-34","2010/10/01","3852.7","2854.2","2730.2","124","998.5","74.1","4.3","70.9"
"30-34","2010/11/01","3856.3","2847.2","2735.3","111.9","1009.2","73.8","3.9","70.9"
"30-34","2010/12/01","3860.2","2848.2","2732.6","115.6","1012.1","73.8","4.1","70.8"
"30-34","2011/01/01","3864.2","2824.6","2701","123.6","1039.6","73.1","4.4","69.9"
"30-34","2011/02/01","3867.9","2821","2672","149","1046.9","72.9","5.3","69.1"
"30-34","2011/03/01","3871.7","2854.1","2717.1","137","1017.6","73.7","4.8","70.2"
"30-34","2011/04/01","3875.4","2872.5","2737.5","135","1002.9","74.1","4.7","70.6"
"30-34","2011/05/01","3879.7","2901.1","2783.9","117.3","978.6","74.8","4","71.8"
"30-34","2011/06/01","3883.2","2911.5","2792.3","119.2","971.7","75","4.1","71.9"
"30-34","2011/07/01","3888.2","2876.7","2773.9","102.8","1011.6","74","3.6","71.3"
"30-34","2011/08/01","3891.2","2850.4","2743.9","106.6","1040.8","73.3","3.7","70.5"
"30-34","2011/09/01","3893.8","2860.5","2762.7","97.8","1033.4","73.5","3.4","71"
"30-34","2011/10/01","3896.8","2888.3","2790.1","98.2","1008.5","74.1","3.4","71.6"
"30-34","2011/11/01","3900","2910.1","2821.5","88.5","990","74.6","3","72.3"
"30-34","2011/12/01","3904.3","2896","2808.4","87.6","1008.3","74.2","3","71.9"
"30-34","2012/01/01","3900.6","2845.4","2760.5","84.9","1055.2","72.9","3","70.8"
"30-34","2012/02/01","3904.5","2861.2","2763.3","97.8","1043.3","73.3","3.4","70.8"
"30-34","2012/03/01","3908.4","2869","2768.5","100.6","1039.4","73.4","3.5","70.8"
"30-34","2012/04/01","3912.3","2893.8","2797.9","95.9","1018.5","74","3.3","71.5"
"30-34","2012/05/01","3917","2906.5","2822.8","83.7","1010.5","74.2","2.9","72.1"
"30-34","2012/06/01","3921.1","2926.5","2829.1","97.4","994.5","74.6","3.3","72.2"
"30-34","2012/07/01","3929.8","2939.1","2848.5","90.6","990.8","74.8","3.1","72.5"
"30-34","2012/08/01","3936.2","2939.8","2850.3","89.5","996.3","74.7","3","72.4"
"30-34","2012/09/01","3942.3","2972.3","2886.4","85.9","970","75.4","2.9","73.2"
"30-34","2012/10/01","3948.5","3003.1","2918.1","85.1","945.4","76.1","2.8","73.9"
"30-34","2012/11/01","3955.4","3004.9","2908.3","96.6","950.5","76","3.2","73.5"
"30-34","2012/12/01","3963.4","3003.6","2903","100.6","959.9","75.8","3.3","73.2"
"30-34","2013/01/01","3966.6","2992.4","2871.7","120.7","974.2","75.4","4","72.4"
"30-34","2013/02/01","3970.8","2989.1","2865.8","123.3","981.7","75.3","4.1","72.2"
"30-34","2013/03/01","3974.3","2978","2859.8","118.2","996.3","74.9","4","72"
"30-34","2013/04/01","3978.1","3010.4","2902.2","108.2","967.7","75.7","3.6","73"
"30-34","2013/05/01","3982.2","3018.3","2907.9","110.4","963.8","75.8","3.7","73"
"30-34","2013/06/01","3986.4","3020.4","2914.9","105.5","966","75.8","3.5","73.1"
"30-34","2013/07/01","3983.6","3014.1","2901.3","112.8","969.5","75.7","3.7","72.8"
"30-34","2013/08/01","3978.8","3022.8","2903.2","119.7","956","76","4","73"
"30-34","2013/09/01","3974.1","3023","2919.8","103.2","951.1","76.1","3.4","73.5"
"30-34","2013/10/01","3969.3","3001.1","2896.1","105","968.2","75.6","3.5","73"
"30-34","2013/11/01","3964.6","3008","2903.4","104.6","956.6","75.9","3.5","73.2"
"30-34","2013/12/01","3959.9","2995","2899.2","95.8","965","75.6","3.2","73.2"
"30-34","2014/01/01","3955.9","2976.3","2885.1","91.1","979.6","75.2","3.1","72.9"
"30-34","2014/02/01","3952.3","2998.9","2871.9","127","953.4","75.9","4.2","72.7"
"30-34","2014/03/01","3948.4","2997.1","2878.3","118.8","951.3","75.9","4","72.9"
"30-34","2014/04/01","3944.6","3035.3","2910.8","124.5","909.3","76.9","4.1","73.8"
"30-34","2014/05/01","3940.9","3019.1","2905.9","113.2","921.8","76.6","3.7","73.7"
"30-34","2014/06/01","3937.2","3039.5","2928.3","111.2","897.6","77.2","3.7","74.4"
"30-34","2014/07/01","3926.4","3032.7","2928.4","104.2","893.8","77.2","3.4","74.6"
"30-34","2014/08/01","3916","3031.9","2927.6","104.3","884.1","77.4","3.4","74.8"
"30-34","2014/09/01","3905.4","3020.6","2931.8","88.8","884.8","77.3","2.9","75.1"
"30-34","2014/10/01","3894.6","3017.7","2919.9","97.8","876.9","77.5","3.2","75"
"30-34","2014/11/01","3884.2","2999.1","2914.2","84.9","885.1","77.2","2.8","75"
"30-34","2014/12/01","3873.7","2984.2","2892.7","91.5","889.5","77","3.1","74.7"
"30-34","2015/01/01","3863.5","2971.9","2876.2","95.7","891.6","76.9","3.2","74.4"
"30-34","2015/02/01","3853.4","2982.5","2875.4","107.1","870.9","77.4","3.6","74.6"
"30-34","2015/03/01","3843.2","2963","2858.2","104.8","880.2","77.1","3.5","74.4"
"30-34","2015/04/01","3833.2","2984.4","2867.1","117.3","848.8","77.9","3.9","74.8"
"30-34","2015/05/01","3823.2","2981.9","2879.4","102.5","841.3","78","3.4","75.3"
"30-34","2015/06/01","3813.2","2980","2873.9","106.1","833.2","78.1","3.6","75.4"
"30-34","2015/07/01","3800.6","2975.9","2887.9","87.9","824.7","78.3","3","76"
"30-34","2015/08/01","3788","2956.5","2871.7","84.7","831.5","78","2.9","75.8"
"30-34","2015/09/01","3775.6","2951.1","2861.2","89.9","824.4","78.2","3","75.8"
"30-34","2015/10/01","3763","2933.5","2850.8","82.7","829.5","78","2.8","75.8"
"30-34","2015/11/01","3750.6","2917.5","2824.1","93.3","833.1","77.8","3.2","75.3"
"30-34","2015/12/01","3738.3","2925.3","2834","91.3","813","78.3","3.1","75.8"
"30-34","2016/01/01","3723.5","2901.6","2816.5","85.1","821.9","77.9","2.9","75.6"
"30-34","2016/02/01","3709.4","2895.7","2781.6","114.1","813.7","78.1","3.9","75"
"30-34","2016/03/01","3695.5","2868.1","2753.3","114.8","827.4","77.6","4","74.5"
"30-34","2016/04/01","3681.5","2842.9","2721.1","121.8","838.6","77.2","4.3","73.9"
"30-34","2016/05/01","3667.6","2836.7","2739.5","97.2","831","77.3","3.4","74.7"
"30-34","2016/06/01","3653.8","2840.7","2728.9","111.8","813.1","77.7","3.9","74.7"
"30-34","2016/07/01","3640.7","2836.3","2724.3","112.1","804.4","77.9","4","74.8"
"30-34","2016/08/01","3627.8","2807.6","2695.9","111.8","820.1","77.4","4","74.3"
"30-34","2016/09/01","3614.9","2793","2692.2","100.8","821.9","77.3","3.6","74.5"
"30-34","2016/10/01","3602.1","2784.2","2671.8","112.3","817.9","77.3","4","74.2"
"35-39","1999/06/01","4306","3375","3204","171","932","78.4","5.1","74.4"
"35-39","1999/07/01","4303","3352","3199","153","951","77.9","4.6","74.3"
"35-39","1999/08/01","4298","3332","3173","160","966","77.5","4.8","73.8"
"35-39","1999/09/01","4294","3368","3247","121","926","78.4","3.6","75.6"
"35-39","1999/10/01","4290","3385","3258","127","904","78.9","3.8","75.9"
"35-39","1999/11/01","4285","3389","3274","115","896","79.1","3.4","76.4"
"35-39","1999/12/01","4281","3318","3203","115","963","77.5","3.5","74.8"
"35-39","2000/01/01","4272","3265","3141","123","1007","76.4","3.8","73.5"
"35-39","2000/02/01","4267","3271","3140","132","996","76.7","4","73.6"
"35-39","2000/03/01","4263","3312","3181","131","951","77.7","4","74.6"
"35-39","2000/04/01","4258","3326","3218","108","933","78.1","3.2","75.6"
"35-39","2000/05/01","4254","3357","3253","103","898","78.9","3.1","76.5"
"35-39","2000/06/01","4250","3343","3244","99","907","78.7","3","76.3"
"35-39","2000/07/01","4246","3314","3224","90","932","78","2.7","75.9"
"35-39","2000/08/01","4243","3275","3170","105","968","77.2","3.2","74.7"
"35-39","2000/09/01","4239","3307","3195","112","932","78","3.4","75.4"
"35-39","2000/10/01","4235","3331","3238","94","904","78.7","2.8","76.5"
"35-39","2000/11/01","4231","3311","3210","101","920","78.3","3.1","75.9"
"35-39","2000/12/01","4227","3274","3169","105","954","77.5","3.2","75"
"35-39","2001/01/01","4223","3224","3113","111","999","76.3","3.4","73.7"
"35-39","2001/02/01","4219","3222","3097","125","997","76.4","3.9","73.4"
"35-39","2001/03/01","4215","3248","3123","125","967","77.1","3.8","74.1"
"35-39","2001/04/01","4211","3307","3198","109","904","78.5","3.3","75.9"
"35-39","2001/05/01","4207","3311","3209","102","896","78.7","3.1","76.3"
"35-39","2001/06/01","4203","3286","3187","99","917","78.2","3","75.8"
"35-39","2001/07/01","4199","3282","3190","92","917","78.2","2.8","76"
"35-39","2001/08/01","4195","3251","3152","100","944","77.5","3.1","75.1"
"35-39","2001/09/01","4191","3283","3199","84","907","78.3","2.6","76.3"
"35-39","2001/10/01","4187","3286","3206","80","901","78.5","2.4","76.6"
"35-39","2001/11/01","4183","3282","3202","79","901","78.5","2.4","76.5"
"35-39","2001/12/01","4178","3276","3199","76","903","78.4","2.3","76.6"
"35-39","2002/01/01","4174","3207","3118","90","967","76.8","2.8","74.7"
"35-39","2002/02/01","4170","3220","3129","91","950","77.2","2.8","75"
"35-39","2002/03/01","4166","3243","3151","92","923","77.8","2.8","75.6"
"35-39","2002/04/01","4162","3279","3201","78","883","78.8","2.4","76.9"
"35-39","2002/05/01","4158","3273","3189","83","885","78.7","2.5","76.7"
"35-39","2002/06/01","4154","3269","3189","80","884","78.7","2.4","76.8"
"35-39","2002/07/01","4150","3235","3160","74","916","78","2.3","76.1"
"35-39","2002/08/01","4148","3194","3112","81","954","77","2.5","75"
"35-39","2002/09/01","4145","3241","3170","71","903","78.2","2.2","76.5"
"35-39","2002/10/01","4142","3251","3165","86","891","78.5","2.6","76.4"
